FoodLicID,COMMENTS,LOCATIONCOMMENTS,LicenseFK,LicenseID
96,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM TO NOON. Capacity breakdown  118 basement  101 1'st floor  280 2'nd floor and 74 3'rd floor,Main entrance on 340 Faneuil Hall Mkpl; Rear entrance & exit at 31 Clinton St; Unnumbered emergency exit & stock entrance on Faneuil Hall; In 1 rm  stkrm on 1st fl; 3 rms  kitchen & stkrm on 2nd fl; 1 rm & service area on third floor;,7165,LB-99072
97,1.) ALCOHOL SERVICE ON THE PATIO TO COMMENCE AT NOON. 2.)ALCOHOLIC BEVERAGES CAN BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11:00 AM - NOON.,TWO REAR EXITS TO YARD; IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK AND TO INCLUDE OUTDOOR SEASONAL GARDEN DINING FROM APRIL THROUGH OCTOBER FOR 60 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 7:00 A.M. - 11:00 P.M.,7166,LB-99245
98,PATIO CONDITIONS: 1)OPERATING HOURS 11:00 A.M. - 11:00 P.M.; 2)ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU; AND3) MUST BE STAFFED AT ALL TIMES.,IN ONE ROOM ON THE FIRST FLOOR WITH A KITCHEN AND STORAGE ON MEZZANINE LEVEL.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 8 PATRONS.,7167,LB-98931
99,,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7168,LB-99578
100,NONE,IN ONE (1) ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE  ENTRANCE ON WESTERN AVENUE WITH EMERGENCY EXIT TO PARKING AREA AND OUTDOOR SEASONAL SEATING FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,7169,LB-99637
101,1.) SHOWS TO END BY MIDNIGHT  2.) WRITTEN APPROVAL MUST BE OBTAINED BY BOARD FOR SHOWS ENDING AFTER MIDNIGHT.,246 TREMONT STREET (UPPER LEVELS) IN WHOLE OF SAID BUILDING  EXCEPTING THEREFROM THE ROOM IN LOWER LEVEL WHICH IS THE ARIA NIGHTCLUB.,7170,LB-99073
102,(1) Filtering System. (2) Trash stored inside. (3) Deliveries on Richmond St. between 7 AM and 6 PM. (4)Closing hour on Thursdays  Fridays  Saturdays and Private Events is 2:00 A.M.,Mercantile Wharf Building - Bays 7 8 9; In two rooms  and an enlarged kitchen on the first floor; cellar for stock; plus outdoor patio; with a decrease in capacity to 240.,7171,LB-98891
103,9:00 A.M. OPENING ON SUNDAY FOR THE SERVICE OF FOOD WITH ALCOHOL SERVICE TO BEGIN AT 11:00 A.M. WITH BRUNCH.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL ROOF DECK FROM APRIL - OCTOBER ON PRIVATE PROPERTY FOR 120 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 2:00 A.M. AND TO INCLUDE 2 ADDITIONAL PATIOS: AN OUTDOOR DECK FOR SEATING ONLY IN THE REAR OF THE LI,7172,LB-99328
104,NONE,LOUNGE WITH BAR AND SEATING  DINING ROOM AND KITCHEN  ALL LOCATED ON FIRST FLOOR WITH SEASONAL OUTDOOR DINING.,7173,LB-99395
105,1) Trash Pickup 6 days/week. 2) Food service available in all sections of the premises  including bar and lounge. 3) Dumpster locked. 4)No alcoholic beverages to be served after 1:00 a.m. to patrons not having ordered food from the menu.,Rear exit to public alley; in one room  kitchen and storage on 1 st. floor with a capacity of 153 persons; one room  kitchen and storage area in basement with capacity of 149.,7174,LB-98952
106,NONE,Counter top with open kitchen behind it  prep area in basement  and on first floor.,7175,LB-138437
107,A.) PATIO CLOSING HOUR: 11:00 P.M.,FIRST FLOOR IN ONE ROOM  KITCHEN  REST ROOMS  STORAGE AREA WITH AN ENTRANCE AND EXIT TO TREMONT STREET AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS.  DPW LAND,7176,LB-99648
108,1) Patio must be staffed at all times. 2) Patio Hours from11:00 AM to 12:00 Midnight. 3) All patrons must be off the patio by Midnight.,Two rear entrances from yard for stock; in two rooms and kitchen on first floor; cellar for stock and  to include seasonal outdoor seating for 80 patrons from April through October.,7177,LB-99038
109,,Rear emergency exits; in whole of said building.,7178,LB-98788
110,,Ten Rooms on the First Floor with a kitchen and storage area.  Capacity breakdown: Lounge - 100; Room 1 - 300; Room 2 - 294; Room 3 - 337,7179,LB-99158
111,NONE,A GROUND FLOOR RESTAURANT AND BAR AT 11 FAN PIER BOULEVARD IN BOSTON:  MAIN ENTRANCE/EXIT AT THE BUILDING CORNER; 3 BARS WITH SEATING (LIQUOR AND WINE BAR: 23 SEATS  ANTIPASTI BAR:  11 SEATS AND A PIZZA BAR: 14 SEATS) DINING ROOM (116 SEATS AND 24 PEOPLE STANDING) AND EMERGENCY EXITS IN FRONT;  REST,7180,LB-99292
112,NONE,In one (1) larger room on ground level with two (2) public entrances/egress three (3) emergency egress.  Space to include kitchen and toilet facilities/dry storage and seating.  To include outdoor seating on private property for 16 patrons and on City sidewalk for 40 patrons with a patio closing hou,7181,LB-99098
113,A.) 10:00 P.M. CLOSING ON PATIO.,UNNUMBERED REAR ENTRANCE; IN THREE ROOMS AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK AND  TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 35 PATRONS SEATED AND STANDING BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. CAPACITY BREAKDOWN: INSIDE -176 (96 STANDING  80 SEATED); OUTSIDE PATIO - 35.,7182,LB-99097
114,NONE,In one room and kitchen on the first floor; Cellar for stock.,7183,LB-99263
115,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,In one room on the first floor; kitchen in the rear  storage in the basement.,7184,LB-99603
116,1. No Bar.2. No service of Alcoholic Beverages to patrons unless the patrons are about to order a meal or have ordered a meal; and that the restaurant will be maintained as a first class restaurant with linen  tablecloths and silverware.,In one dining room and kitchen  Charles Street entrance  second floor  Two dining rooms  basement  stockroom and Summer Garden Outdoor in rear.,7185,LB-99415
117,The Board granted permission to serve alcohol with Sunday brunch.,In three rooms - prep and work area and kitchen on the first floor;  Second Floor function room; Basement for stock.  GROUND FLOOR 110 SEATED  18 STANDING  1'ST FLOOR 40 SEATED  86 STANDING.,7186,LB-99151
118,NONE,342 WEST BROADWAY AND REAR ENTRANCE LEADING FROM PASSAGEWAY FOR STOCK; IN ONE ROOM ON FIRST FLOOR WITH KITCHEN; CELLAR FOR STOCK.,7187,LB-99435
119,1. MIDNIGHT CLOSING HOUR. 2. NO BAR  5 SEAT COUNTER ALLOWED.3. MALT & WINE WITH MEALS ONLY AT TABLES & COUNTER.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7188,LB-99535
120,NONE,Approximately 845 sq. ft. location in the food court in Terminal B  Logan Airport. There is a large general entrance to the far right. Area is limited to departing ticketed passengers only. This location is within the secured section of the airport.,7189,LB-124318
121,NONE,TERMINAL E FOOD COURT  3RD LEVEL. 862 SQ. FT. SPACE FOR PIZZA AND PASTA.,7190,LB-99471
122,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK.,7191,LB-99544
123,,Rear entrance to kitchen from alley;entrance to cellar from Stuart Street for stock;one room and kitchen first floor; basement for storage.,7192,LB-99239
124,NONE,IN ONE (1) LARGE ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE IN THE REAR;  ENTRANCE/EXIT ON TREMONT STREET AND TO OUTDOOOR DINING AREA;  TO INCLUDE OUTDOOR DINING FOR 40 PATRONS ON PRIVATE PROPERTY.,7193,LB-99247
125,NONE,@ 15 BOSWORTH STREET  BOSTON  MA  02108: IN ONE ROOM ON SECOND FLOOR WITH KITCHEN AND BATHROOM; ENTRANCE ON BOSWORTH STREET WITH EMERGENCY EXIT TO FIRE STAIR ON BOSWORTH STREET; AND STORAGE IN BASEMENT.,7194,LB-99821
126,NONE,Tenant F Space in one room with dining area  bar  kitchen and storage; two (2) entrances/exits with direct access to street level and one (1) entrance/exit from lobby of building occupying 3 771 square feet of space.,7195,LB-98994
127,ROOFDECK CONDITIONS: 1.) ROOF DECK TO BE CLOSED AT MIDNIGHT  2.) NO BOTTLES (GLASS  ALUMINUM OR PLASTIC ) ALL ALCOHOL TO BE SERVED IN PLASTIC CUPS.  OUTDOOR PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) MUST BE STAFFED AT ALL TIMES.  3.) MIDNIGHT CLOSING HOUR ON PATIO.,WITH EMERGENCY EXITS; IN ONE ROOM  UTILITY KITCHEN  OFFICE & STOCKROOMS ON GROUND FLOOR; IN TWO ROOMS & KITCHEN ON FIRST FLOOR; IN ONE ROOM ON 2ND FLOOR; ROOF PATIO FOR 125 PATRONS & OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER.  INSIDE CAPACITY BREAKDOWN: BASEMENT - 106; 1S,7196,LB-98936
128,CLOSING HOUR: 1:00 A.M.  PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,IN TWO DINING ROOMS ON THE FIRST FLOOR; KITCHEN  STORAGE AND OFFICES IN THE REAR; ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Inside capacity 194: 31 @ bar stools; 146 @ tables; 17 standing.,7197,LB-99090
129,PATIO OPERATING HOURS ARE: 10:00 AM - 2:00 AM.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR WITH STORAGE IN REAR  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM MARCH - NOVEMBER FOR 110 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 2:00 A.M.,7198,LB-99300
130,1. No Alcohol with room service. 2. Alcohol in lounge area only.,In whole of said building  ground floor with function room with bar  kitchen and prep area storage  first level comprised of restaurant with dining area  lounge  bar and kitchen and hotel lobby; floors one through six are comprised of 6 guest rooms per fl,7199,LB-101648
131,Sale of Alcoholic Beverages only permitted at bar and at tables immediately adjacent thereto. Alcoholic Beverages at other tables can only be served in conjunction withfood.,In one room  kitchen  service area  office and stockroom on lower level.,7200,LB-98930
132,1) ALCOHOL TO BE SERVED ONLY WITH FOOD AT TABLES. 2) SERVICE ON PATIO TO END AT MIDNIGHT. 3) FOOD AVAILABLE AT BAR AT ALL TIMES. 4) ALCOHOLIC BEVARAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN ONE ROOM AND KITCHEN ON BASEMENT LEVEL  ONE ROOM ON FIRST FLOOR AND SEASONAL OUTDOOR PATIO IN FRONT OF PREMISE. PATIO  32  1ST FLOOR 124 (102 SEATED  22 STANDING) LOWER LEVEL 116 SEATED.,7201,LB-99026
133,1.) ALCOHOL TO BE SERVED AT TABLES ONLY WITH FOOD.  2.) AGREEMENT WITH NEIGHBORHOOD ASSOCIATION OF BACK BAY INCORPORATED BY REFERENCE. 3.) 10:00 A.M. SERVICE OF ALCOHOL WITH BRUNCH ON SUNDAYS.,IN TWO DINING ROOMS AND CAFE WITH BAR AND SEATING IN GREENHOUSE; KITCHEN AND STORAGE IN REAR.  CAPACITY BREAKDOWN: 215 SEATED  45 STANDING.,7202,LB-99366
134,1. Patio to close at Midnight. 2. No more than forty patrons 3.After 8PM  all alcoholic beverages orders must be accompanied by food.4.Barrier to be set off patio from side- walk.5.All trash   stored in dumpsters.   ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,777-793 Boylston Street; stock in two rooms and one kitchen on the first floor  one room on second floor  and one room in basement level with storage and outdoor patio. CAPACITY; 222 1'ST FLOOR  180 2'ND FLOOR  23 BASEMENT.,7203,LB-98946
135,ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN ALLEY IN REAR; IN ONE ROOM  KITCHEN  STORAGE AND OFFICE IN BASEMENT   TO INCLUDE AN OUTDOOR SEASONAL PATIO  BETWEEN THE HOURS OF 8:00 A.M - MIDNIGHT. CAPACITY BASEMENT 22  1'ST FLOOR 173  PATIO 23.,7204,LB-98945
136,1. Table seating Only. 2. No Standees. 3. Alcoholic beverages with menu items only  after 6 PM. 4. Must be off the patio by 11:00 P.M.,One room & kitchen first floor with emergency exits to Commercial Wharf & one to Atlantic Ave. with outdoor patio on Atlantic Ave.And on the deck on the Southerly sides of the first floor  one room and kitchen second floor with emergency exits to Commercial Wharf. The capacity of 138 on 1st floor  1,7205,LB-98890
137,Open on Sundays at 10:00 A.M. for the sale of Alcoholic Beverages with Brunch.,One emergency exit in rear to alley-in one room and kitchen first floor; cellar for stock-with a capacity of 190 persons Deleting all of the second floor and 133 in capacity.,7206,LB-98970
138,AS PER AGREEMENT BETWEEN LICENSEE AND BEACON HILL CIVIC ASSOCIATION  1.) PREMISES SHALL HAVE A CAPACITY OF NO GREATER THAN 64 PERSONS  WITH A DINING COUNTER FOR NO MORE THAN 13 SEATED (AND NO STANDING) PATRONS.  2.) PATRONS SHALL VACATE THE PREMISES NO LATER THAN MIDNIGHT.  3.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,7207,LB-99570
139,CAPACITY BREAKDOWN: 52 PERSONS AS FOLLOWS: 10- PERSONS BAR STOOLS; 42 - PERSONS TABLE & CHAIRS,A RESTAURANT LOCATED ON THE FIRST FLOOR OF THE BUILDING  WITH ONE MAIN ENTRANCE/EXIT AND KITCHEN AND STORAGE IN THE REAR AND BASEMENT.  WITH A SEASONAL OUTDOOR PATIO SEATING FOR 8 PATRONS LOCATED ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,7208,LB-99680
140,Mini-Bars for guest quarters.,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7209,LB-101635
141,NONE,IN TWO PRIVATE DINING ROOMS ON FIRST FLOOR; A BAR WITH 20 SEATS; KITCHEN AND STORAGE IN THE REAR OF PREMISES AND TO INCLUDE AN OUTSIDE PATIO FOR 20 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.  THERE ARE 5 ENTRANCES/EXITS.  ONE MARINA PARK DRIVE  B,7210,LB-99451
142,PATIO CONDITIONS: 1.) TO BE STAFFED AT ALL TIMES  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE LARGE ROOM ON GROUND FLOOR  WITH KITCHEN AND STORAGE AREA AND TO INCLUDE AN OUTDOOR PATIO FOR 40 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,7211,LB-98957
143,NONE,In one room on the first floor  kitchen and storage in the rear.  Total sq. foot:  5 000.  Number of entrances: 3,7212,LB-99014
144,NO SERVICE OF ALCOHOL IN BOWLING AREA IF CHILDREN ARE PRESENT.,IN TWO ROOMS ON FIRST FLOOR WITH KITCHEN & STORAGE IN REAR LEFT OF PREMISES; TWO ENTRANCES ON AMORY STREET & THREE EMERGENCY EXITS AND TO INCLUDE SEASONAL OUTDOOR DINING FROM APRIL - OCTOBER FOR 60 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  Capacity breakdown - 150 sea,7213,LB-99436
145,NONE,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; IN ONE LARGE ROOM ON THE SECOND FLOOR; BASEMENT FOR STORAGE AND OFFICE. 1'ST FLOOR 120  2'ND FLOOR 360.,7214,LB-99011
146,NONE,In one room on first floor with kitchen & sushi bar on the back and storage and prep area in the back and in the basement.,7215,LB-125132
147,NONE,IN ONE ROOM  LOUNGE  KITCHEN ON FIRST FLOOR; 8 DINING ROOMS  LOUNGE  KITCHEN ON 2ND FLOOR; CELLAR FOR STOCK  OFFICE AND EMPLOYEES CONVENIENCES.  Capacity breakdown: 1st fl 197 total; 2nd fl 290 total (192 seated  98 standing).,7216,LB-99237
148,(1) Breakfast to be served. (2) Lunches including hot meals to be served from at least 12 to 2:00 P.M. 7 days per week. (3) Dinner including hot meals to be served from at least 6 PM to 9 PM 7 days per week. (4) Food consisting of at least sandwiches to be available at all times that alcoholic beverages are being served. (5) At least 44 seats at least eleven 4 X 4 foot tables to be in place at all times  as per floor plan. (6). No more than eleven seats at the bar.,Unnumbered entrance on Chandler Street for stock in whole of said building. (6. No more than 11 seats at the bar.)   (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7217,LB-101618
149,Pledges of stock and license with x,679-683 VFW Parkway  in one room with an outside patio on the first floor with a rear room for kitchen and storage also storage in basemet with an enlarged existing kitchen and prep area in additional space previously numbered 679 V.F.W.Parkway.  Capacity breakdown: 219 inside; 28 outside.,7218,LB-99232
150,NONE,IN ONE LARGE ROOM ON GROUND FLOOR; KITCHEN AND STORAGE IN THE REAR WITH ONE SMALL BAR.  533 COMMONWEALTH AVENUE  BOSTON  MA  02215,7219,LB-99231
151,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR  WITH ONE SERVICE BAR WITH TWELVE SEATS.  ONE BLACKFAN CIRCLE  BOSTON  MA  02115,7220,LB-99769
152,FOOD UNTIL 3:00 A.M.  ALL PATRONS OUT BY 3:30 A.M.,REAR ENTRANCE FOR STOCK; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,7221,LB-99772
153,A.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  B.) NEIGHBORHOOD AGREEMENT TO BE INCORPORATED BY REFERENCE.,IN FOUR ROOMS AND KITCHEN IN THE BASEMENT; SUB-BASEMENT FOR STOCK.,7222,LB-99439
154,,IN FOUR ROOMS AND KITCHEN ON THE FIRST FLOOR - BASEMENT FOR STOCK.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 28 PATRONS WITH PATIO HOURS: WEEKDAYS: 5:00 P.M. - 11:00 P.M. AND WEEKENDS AND HOLIDAYS: 11:00 A.M. - 11:00 P.M.,7223,LB-98997
155,,Four entrances; exits on ground floor; one entrance; exit on 2nd floor; In whole of building    (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),7224,LB-101614
156,NONE,On one floor; main entrance/exit from Commonwealth Avenue;  dining room in front; kitchen  bathrooms and emergency exit in the rear; outdoor patio with 16 seats on City of Boston property between the hours of 11:00 a.m.-11:00 p.m.,7225,LB-99631
157,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,ON ONE FLOOR  IN THE SHAW'S SHOPPING CENTER AT 77 SPRING STREET  WEST ROXBURY; MAIN ENTRANCE/EXIT IN FRONT OF RESTAURANT; DINING ROOM IN FRONT;  KITCHEN  RESTROOMS AND EMERGENCY EXIT IN REAR;  OUTDOOR PATIO ON PRIVATE PROPERTY WITH 16 SEATS BETWEEN THE HOURS OF 11:30 A.M.-10:00 P.M. SEVEN DAYS A WEE,7226,LB-99515
158,NONE,54 SALEM STREET; IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR WITH STORAGE IN THE BASEMENT.,7227,LB-99709
159,PATIO HOURS: 11:00 A.M. - 2:00 A.M.  ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.  BOTTLE SERVICE APPROVED FOR ALIBI.,IN FOUR ROOMS A RESTAURANT  BAR  KITCHEN AND STORAGE AREA ON THE FIRST FLOOR AND TO INCLUDE TWO OUTDOOR SEASONAL SEATING AREAS BETWEEN MAY THROUGH SEPTEMBER.  CAPACITY BREAKDOWN: ALIBI INSIDE - 185 (83 SEATED  102 STANDING); ALIBI OUTSIDE - 160; SCAMPO INSIDE - 267 (153 SEATED  54 STANDING); SCAMPO,7228,LB-99376
160,BOTTLE SERVICE GRANTED BY BLB,Rear entrance to 1st fl. from alley; rear entrance to kitchen from 39 Stanhope St. for stock - in two rooms  bar and kitchen on 1st fl.; one dining room and kitchen on 2nd. fl.;cellar for stock.  Capacity breakdown: 1st fl - 35 @ stools  206 @ tables and chairs.,7229,LB-98942
161,BOTTLE SERVICE ALLOWED.,PREMISES IS LOCATED ON THE FIRST FLOOR IN ONE LARGE ROOM WITH TWO SEPARATE ENTRANCES/EXITS.  KITCHEN IS LOCATED ON FAR RIGHT OF ROOM AND STORAGE IS BEHIND THE KITCHEN AREA. CAPACITY BREAKDOWN: 540 PERSONS TOTAL: 46- PERSONS BAR STOOLS; 215-PERSONS TABLE & CHAIRS; 297-PERSONS STANDING.  AND TO INCLUD,7230,LB-98919
162,CAPACITY BREAKDOWN:105- PERSONS TABLE  CHAIRS; 13-PERSONS BAR STOOLS; 123-PERSONS STANDING  3 STAFF.A.) BOTTLE SERVICE GRANTED BY BLB.,IN ONE ROOM ON 2ND FLOOR  KITCHEN  DINING AREA  AND BAR AREA  MAIN ENTRANCE AND EXIT TO PROVINCE STREET  TWO REAR EXITS ONE TO PROVINCE STREET  AND ONE TO ALLEY CELLAR FOR STOCK.,7231,LB-98935
163,NONE,In one room on first floor with kitchen & storage & office in rear; main entrance on Harrison Ave. & emergency exit to alley in rear & to include an outdoor seasonal patio from April through October for 10 patrons on private property between the hours of 10:00 a.m. - 11:00 p.m.,7232,LB-135168
164,(1) 41 seats basement  40 seats 1st fl  50 seats outdoor. (2) Patio to close at 10:00 P.M. (3) Food to be served with alcoholic beverage orders inside premises. (4) Food to be served with alcoholic beverage orders outside between 6:00 PM to 10:00 PM. (5) Deliveries from 9:00AM-10:00 AM.,"REAR ENTRANCES FOR STOCK; TWO ROOMS  BAR AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK WITH OUTDOOR PATIO.( MANAGEMENT SERVICES AGREEMENT BETWEEN BITTON  LLC AS LICENSEE AND CAFETERIA  BOSTON  LLC DOING BUSINESS AS ""CAFETERIA BOSTON"" APPROVED BY BLB AND ABCC.)  Capacity breakdown: basement - 41; 1st",7233,LB-99108
165,NONE,IN ONE LARGE ROOM ON THE FIRST FLOOR WITH KITCHEN  ONE ENLARGED ROOM ON THE FIRST FLOOR WITH ENTRANCE AT 224 FRIEND STREET.  ONE ROOM ON SECOND FLOOR  CELLAR FOR STOCK.  Capacity breakdown: 128 seated  145 standing.,7234,LB-99218
166,26 Standing  97 Seated,IN ONE LARGE DINING ROOM  KITCHEN  AND TWO ROOMS  FOR STORAGE IN BASEMENT LEVEL.,7235,LB-99766
167,NONE,121 BROOKLINE AVENUE  BOSTON:  FIRST FLOOR COMMERCIAL UNIT CONSISTING  OF APPROX. 5 809 S. F. INCLUDING DINING ROOM  BAR AREA  LOUNGE ROOM  KITCHEN  COOLER  STORAGE ROOMS  OFFICES  AND BATHROOMS; MAIN ENTRANCE/EXIT FOR PUBLIC AT FRONT  ONE EGRESS AT FRONT FOR EMERGENCIES  ONE EGRESS AT REAR FOR EMER,7236,LB-98909
168,NONE,IN ONE LARGE ROOM WITH KITCHEN & STORAGE ON STREET LEVEL REAR; ENTRANCE AND EXITS ON LANSDOWNE STREET; SEASONAL OUTDOOR DINING FOR APPROXIMATELY 60 PATRONS ON PRIVATE PROPERTY. ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,7237,LB-99017
169,A.) ALCOHOL WITH FOOD ONLY  B.) FOOD SERVICE AT BAR  C.) ALCOHOL WITH FOOD ONLY AT PATIO.,IN ONE ROOM ON FIRST FLOOR WITH DINING AND A BAR SEATING FOR TEN PERSONS KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 20 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - 11:00 P.M.,7238,LB-99668
170,1. Alcohol to be served only in conjunction with food orders from the menu at all tables  seats  indoors and outdoors.  2. Food shall be available at the 1st floor and 2nd floor bars at all times.,On three floors; basement with offices and storage with three exits; first floor contains brewery  seating bar  restrooms  front entrance and rear exit; second floor seating  kitchen  bar  restrooms  three exits to first floor and outdoor patio seating.  CAPACITY BREAKDOWN: 1ST FL - 41 @ STOOLS  54,7239,LB-99411
